813,670.85,402.25
814,671.68,401.3
815,673.14,400.41
816,672.28,400.72
817,672.04,400.11
818,671.12,400.79
819,669.54,400.33
820,672.21,400.22
821,672.27,400.16
822,672.98,399.96
823,672.61,399.79
824,674.14,401.57
825,672.61,401.75
826,673.36,400.25
827,673.44,399.91
828,671.67,400.71
829,670.93,401.2
830,670.85,401.27
831,670.05,401.16
832,670.11,401.79
833,669.45,403.04
834,669.28,402.81
835,669.34,402.23
836,669.29,399.71
837,669.69,399.39
838,670.86,399.31
839,671.06,399.35
840,669.89,399.77
841,670.46,400.43
842,671.08,401.99
843,672.39,402.03
844,672.61,403.87
845,673.16,405.76
846,673.33,407.5
847,672.24,406.82
848,673.1,406.51
849,672.52,405.59
850,671.08,406.05
851,671.9,405.74
852,671.83,405.67
853,671.85,404.17
854,672.19,403.98
855,672.68,403.48
856,672.84,403.32
857,672.51,405.21
858,673.2,407.81
859,673.2,407.18
860,672.99,407.9
861,673.42,407.19
862,672.77,408.16
863,673.12,409.46
864,673.18,411
865,672.86,412.62
866,672.62,413.83
867,672.07,414.68
868,671.13,414.86
869,671.26,414.96
870,671.62,414.9
871,674,415.68
872,672.25,414.01
873,672.22,414.3
874,673.16,413.75
875,672.96,411.85
876,673.96,411.15
877,675.33,411.29
878,675.95,411.92
879,677.1,411.68
880,678.3,410.28
881,680.09,410.28
882,680.07,411.22
883,680.28,412.9
884,680.25,414.96
885,679.87,414.48
886,680.81,416.18
887,681.12,416.61
888,679.54,414.16
889,680.89,415.03
890,680.67,414.93
891,681.79,415.13
892,680.48,414.29
893,678.58,412.8
894,679.27,412.81
895,679.63,413.41
896,680.18,413.49
897,681.16,413.21
898,681.29,413.84
899,681.04,415.14
900,681.4,416.88
901,680.55,416.73
902,682.23,418.5
903,683.17,418.8
904,684.13,419.62
905,684.06,420.43
906,684.55,420.05
907,683.48,419.1
908,683.26,419.31
909,683.71,418.09
910,683.25,417.92
911,682.58,419.06
912,683.04,419.51
913,682.07,419.97
914,683.54,421.93
915,685.35,422.43
916,686.25,423.58
917,686.14,423.36
918,687.08,423.99
919,688.33,424.33
920,688.28,423.56
921,687.35,424.45
922,687.13,425.13
923,686.48,427.56
924,687.5,426.38
925,688.47,426.25
926,688.61,426.42
927,688.5,426.09
928,689.65,426.2
929,689.37,426.87
930,688.68,426.73
931,688.56,426.16
932,690.53,425.87
933,689.93,425.83
934,689.54,427.75
935,689.42,428.47
936,690.22,428.36
937,689.32,428.06
938,688.68,427.93
939,688.74,428.46
940,688.97,427.99
941,690.25,428.2
942,690.54,429.08
943,689.98,430.29
944,690.05,431.54
945,690.78,431.51
946,691.13,430.97
947,692.35,430.18
948,692.87,430.39
949,692.7,430.13
950,692.28,429.72
951,693.79,429.28
952,694.5,429.8
953,694.36,430.89
954,694.95,432.65
955,694.02,432.44
956,693.87,432.78
957,693.85,432.87
958,694.16,433.82
959,693.19,433.76
960,692.09,432.01
961,691.42,430.25
962,691.97,429.66
963,693.1,429.67
964,693.04,430.8
965,694.17,431.2
966,692.36,431.71
967,692.11,430.52
968,691.93,429.85
969,692.06,429.96
970,691.19,429.46
971,693.1,428.32
972,693.48,428.38
973,692.45,429.1
974,694.48,428.58
975,695.91,429.04
976,695.32,430.02
977,694.23,431.47
978,693.77,430.92
979,693.98,429.57
980,694.54,429.94
981,695.25,430.82
982,695.14,430.75
983,695.81,430.08
984,697.47,431.51
985,699.04,432.19
986,700.69,432.64
987,700.88,435.85
988,700.95,437.56
989,701.32,437.98
990,700.69,437.19
991,700.63,436.94
992,699.9,437.35
993,698.92,437.98
994,699.6,438.02
995,699.77,438.13
996,699.85,437.43
997,701.63,437.96
998,702.38,439.05
999,701.61,439.36
1000,702.3,440.27
1001,702.74,439.54
1002,704.01,440.54
1003,704.3,441.24
1004,704.82,441.55
1005,704.6,441.34
1006,705.74,442.97
1007,708.11,443.6
1008,708.95,443.3
1009,710.78,443.21
1010,711.58,444.22
1011,711.06,444.32
1012,711.34,443.95
1013,712.45,442.89
1014,712.34,440.93
1015,712.15,440.72
1016,712.35,440.07
1017,713.14,440.47
1018,713.63,441.1
1019,712.65,442.02
1020,712.92,442.3
1021,712.87,441.16
1022,711.41,441.02
1023,711.72,440.56
1024,711.67,440.11
1025,711.75,441.6
1026,711.18,443.34
1027,711.5,443.97
1028,712.1,444.22
1029,713.63,445.09
1030,712.52,444.16
1031,713.3,444.01
1032,715.16,444.32
1033,715.09,444.24
1034,714.57,442.86
1035,715.31,442.87
1036,716,442.12
1037,715.44,441.24
1038,715.25,440.86
1039,714.78,438.63
1040,712.67,438.08
1041,712.8,438.97
1042,712.15,440.07
1043,712,439
1044,710.43,436.91
1045,711.07,437.23
1046,711.15,438.72
1047,709.36,439.21
1048,708.63,438.09
1049,708.63,439.25
1050,709.39,441.91
1051,710.21,442.68
1052,710.29,443.22
1053,709.73,443.04
1054,708.34,441.63
1055,709.58,441.08
1056,710.04,440.8
1057,710.28,441.35
1058,710.36,442.81
1059,709.01,441.27
1060,708.32,439.72
1061,707.02,438.65
1062,707.39,439.01
1063,708.22,439.09
1064,707.85,438.63
1065,707.98,438.97
1066,708.21,439.23
1067,708.83,440.12
1068,708.07,440.04
1069,706.87,440.36
1070,705.53,440.43
1071,706.81,440.44
1072,707.85,439.04
1073,707.51,438.8
1074,706.76,437.92
1075,705.89,438.73
1076,705.11,439.64
1077,705.76,440.15
1078,706.54,439.38
1079,705.14,439.46
1080,703.86,440.65
1081,703.29,440.97
1082,703.28,441.19
1083,703.56,441.23
1084,703.97,443.28
1085,703.42,445.91
1086,702.38,446.13
1087,703.19,444.48
1088,703.04,445.62
1089,704.21,446.8
1090,702.93,447.27
1091,703.27,448.34
1092,701.68,450.62
1093,700.33,453.05
1094,702.2,450.95
1095,703.15,450.89
1096,702.23,452.1
1097,701.85,452.45
1098,702.49,452.46
1099,702.43,453.8
1100,701.57,455.04
1101,701.98,455.36
1102,700.92,455.14
1103,701.24,455.19
1104,701.94,454.54
1105,701.99,455.33
1106,701.13,456.04
1107,700.35,456.83
1108,701.49,456.06
1109,701.22,455.06
1110,700.25,453.39
1111,701.28,451.65
1112,702.13,450.2
1113,700.28,450.22
1114,699.59,449.9
1115,699.27,449.73
1116,698.02,448.83
1117,698.31,449.91
1118,698.07,450.09
1119,697.49,451.59
1120,696.98,450.01
1121,697.95,449.23
1122,697.45,450.11
1123,695.82,451.1
1124,694.36,451.51
1125,695.09,450.95
1126,694.43,451.34
1127,695.05,450.79
1128,696.03,452.12
1129,695.43,453.36
1130,696.57,453.74
1131,695.09,451.02
1132,694.19,450.92
1133,693.28,451.47
1134,694,452.42
1135,696.42,452.8
1136,697.52,452.72
1137,697.01,452.22
1138,695.53,451.72
1139,694.02,451.31
1140,694.16,451.23
1141,695.52,451.77
1142,695.99,451.52
1143,696.49,450.27
1144,696.98,448.55
1145,697.48,449.73
1146,698.14,450.95
1147,699.05,451
1148,698,450.91
1149,697.17,452.92
1150,698.24,453.55
1151,697.81,452.77
1152,696.26,452.11
1153,696.98,453.21
1154,696.72,453.42
1155,697.26,453.05
1156,695.24,451.02
1157,695.26,450.48
1158,695.36,450.56
1159,694.27,450.73
1160,693.29,449.99
1161,692.96,449.53
1162,692.09,449.17
1163,692.76,448.85
1164,691.34,450.21
1165,692,449.94
1166,691.97,448.86
1167,694.55,449.15
1168,694.67,450.24
1169,693.29,450.8
1170,693.29,449.33
1171,693.34,447.72
1172,693.21,446.81
1173,693.11,446.11
1174,694.4,447.04
1175,694.35,446.93
1176,694.63,446.65
1177,694.43,446.86
1178,694.39,447.7
1179,693.68,446.75
1180,694.05,445.85
1181,693.33,445.64
1182,691.64,445.47
1183,692.26,445.19
1184,692.22,445.43
1185,693.9,445.93
1186,693.96,444.83
1187,694.94,445.34
1188,694.44,448.06
1189,694.07,449.03
1190,693.76,450.22
1191,693.94,450.66
1192,694.04,452.33
1193,694.58,452.64
1194,695.24,453.66
1195,694.73,454.14
1196,694.95,454.74
1197,695.1,454.35
1198,694.66,455.77
1199,695,456.42
1200,696.28,456.73
1201,696.44,457.63
1202,696.18,458.72
1203,697.38,459.59
1204,698.09,459.3
1205,698.02,459.35
1206,699.97,459.77
1207,700.48,459.29
1208,700.79,457.15
1209,700.72,455.63
1210,700.03,453.96
1211,698.75,451.39
1212,698.9,450.06
1213,697.37,448.82
1214,698.23,447.79
1215,698.92,447.13
1216,700.88,446.41
1217,700.23,447.53
1218,699.84,447.09
1219,699.81,448.14
1220,701.61,448.73
1221,702.18,448.5
1222,703.34,448.33
1223,703.84,448.06
1224,704.61,447.85
1225,702.63,447.5
1226,702.19,447.46
1227,702.83,446.82
1228,703.75,446.29
1229,704.14,446.7
1230,705.73,447.13
1231,707.08,447.15
1232,706.77,448.37
